HR
-0.5184569338210842
-0.4974533106960951
-0.4866163349347975
-0.5386119257086999
-0.5483870967741935
-0.966275659824047
-0.5080645161290323
-0.4164222873900295
-0.5184569338210842
-0.4164222873900295
